"name2","address2","city2","zip2"
"PORTABLE P120","ONE TROPICANA DR","ST. PETERSBURG","33705"
"PORTABLE 124","ONE TROPICANA DR","ST. PETERSBURG","33705"
"NW AA FS 109","1610 W CHURCH ST","ORLANDO","32805"
"NE ETHNIC FS 108","1610 W CHURCH ST","ORLANDO","32805"
"SHRIMP WINGS & THINGS INC","5843 NW 17TH AVE","MIAMI","33142"
"NE ALL AMERICAN FS 108","1610 W CHURCH ST","ORLANDO","32805"
"PORTABLE P128","ONE TROPICANA DR","ST. PETERSBURG","33705"
"CAFÃ TOSCANO","721 VILLAGE BLVD STE 107E","WEST PALM BEACH","33409"
"NE AA FS 110","1610 W CHURCH ST","ORLANDO","32805"
"PORTABLE COFFEE 1ST BASE","ONE TROPICANA DR","ST. PETERSBURG","33705"
"PORTABLE C3A","ONE TROPICANA DR","ST. PETERSBURG","33705"
"KITCHEN/ COMMISSARY","1610 W CHURCH ST","ORLANDO","32805"
"GOLDEN CORRAL Z2661","1201 MEMORIAL PARK RD","JACKSONVILLE","32205"
"PORTABLE DND 3RD BASE","ONE TROPICANA DR","ST. PETERSBURG","33705"
"EAST GRILL/PIZZA FS 107","1610 W CHURCH ST","ORLANDO","32805"
"ALL INCLUSIVE INVERRARY RESORT","3501 INVERRARY BLVD","LAUDERHILL","33319"
"BONEFISH GRILL","18713 BISCAYNE BLVD","AVENTURA","33180"
"PORTABLE P113","ONE TROPICANA DR","ST. PETERSBURG","33705"
"CLUB WEST INSIDE CLUB FS 114","1610 W CHURCH ST","ORLANDO","32805"
"PORTABLE P115","ONE TROPICANA DR","ST. PETERSBURG","33705"
"MAMA CLEMENZA","12273 US HWY 98 SUITE 102","MIRAMAR BEACH","32550"
"PORTABLE P119","ONE TROPICANA DR","ST. PETERSBURG","33705"
"CLUB SW GRILL FS 111","1610 W CHURCH ST","ORLANDO","32805"
"LATIN HOUSE PINES","9976 PINES BLVD","PEMBROKE PINES","33024"
"MIYAKO BUFFET & SUSHI","1157 S FEDERAL HWY","POMPANO BEACH","33062"
"CLUB SW AA FS 112","1610 W CHURCH ST","ORLANDO","32805"
"PORTABLE P121","ONE TROPICANA DR","ST. PETERSBURG","33705"
"PORTABLE P123","ONE TROPICANA DR","ST. PETERSBURG","33705"
"SPEAKEASY INN","1117 DUVAL ST","KEY WEST","33040"
"PORTABLE P127","ONE TROPICANA DR","ST. PETERSBURG","33705"
"CLUB SE GRILL FS 122","1610 W CHURCH STREET","ORLANDO","32805"
"CLUB SE AA FS 121","1610 W CHURCH ST","ORLANDO","32805"
"PORTABLE P146","ONE TROPICANA DR","ST. PETERSBURG","33705"
"PORTABLE C145","ONE TROPICANA DR","ST. PETERSBURG","33705"
"PORTABLE P360 TOP DOG","ONE TROPICANA DR","ST. PETERSBURG","33705"
"CLUB NW AA FS 116","1610 W CHURCH ST","ORLANDO","32805"
"PORTABLE P360 BBQ","ONE TROPICANA DR","ST. PETERSBURG","33705"
"CLUB NE GRILL FS 117","1610 W CHURCH ST","ORLANDO","32805"
"PORTABLE P360 POPCORN","ONE TROPICANA DR","ST. PETERSBURG","33705"
"PORTABLE P360 GRILL","ONE TROPICANA DR","ST. PETERSBURG","33705"
"PORTABLE P205","ONE TROPICANA DR","ST. PETERSBURG","33705"
"PORTABLE P302","ONE TROPICANA DR","ST. PETERSBURG","33705"
"CLUB EAST INDOOR CLUB FS 119","1610 W CHURCH STREET","ORLANDO","32805"
"PORTABLE P314","ONE TROPICANA DR","ST. PETERSBURG","33705"
"SW ETHNIC FS 103","1610 W CHURCH ST","ORLANDO","32805"
"WEST GRILL / PIZZA FS 104","1610 W CHURCH STREET","ORLANDO","32805"
"PORTABLE P318","ONE TROPICANA DR","ST. PETERSBURG","33705"
"PORTABLE P307","1 TROPICANA DR","ST. PETERSBURG","33705"
"PORTABLE C311","1 TROPICANA DR","ST. PETERSBURG","33705"
"AVERAGE JOES PUB","711 W INDIANTOWN RD","JUPITER","33458"
"THE COLOSSEUM / A TASTE OF LITTLE ITALY","2059 E TAMIAMI TRAIL","NAPLES","34112"
"SEMINOLE TOWNE CENTER REGAL CINEMAS","430 TOWNE CENTER CIR","SANFORD","32771"
"MEXICAN FOOD","3121 E HILLSBOROUGH AVE","TAMPA","33610"
"REGAL REGENCY STADIUM 11","1515 W 23 ST","PANAMA CITY","32405"
"CAMP HOUSE BAR & GRILL","100 S WHITE CEDAR RD","SANFORD","32771"
"BURGER FI","4890 BIG ISLAND DRIVE","JACKSONVILLE","32246"
"SUN DOGS II","2619 23 AVE N","ST. PETERSBURG","33713"
"CULTURE CUISINE","480 HIGHWAY 1","SEBASTIAN","32958"
"PURELY PRESSED JUICE COMPANY","6314 N POWERLINE RD","FORT LAUDERDALE","33309"
"DAYS INN","3811 NW BLITCHTON ROAD","OCALA","34475"
"PRATO FINO INC","3915 N FEDERAL HWY","POMPANO BEACH","33064"
"DOSHA AYURVEDA CAFÃ AND JUICING BAR","139 NE 1 AVE","HALLANDALE","33009"
"PGA GOLF CLUB MIDWAY GRILLE","1916 PERFECT DR","PORT ST LUCIE","34986"
"ALLPRO CATERING","1912 N HOWARD AVE","TAMPA","33607"
"M & P FOOD WAGON","2619 23 AVE N","ST. PETERSBURG","33713"
"DOS AMIGAS AUTHENTIC LATIN CUISINE","1703 B 10 ST","ST. CLOUD","34769"
"PITA N GO","22767 SR 7","BOCA RATON","33428"
"STERLING SHORES","1751 SCENIC HWY 98","DESTIN","32541"
"AVOCADO GRILL","125 DATURA ST","WEST PALM BEACH","33401"
"HARRYS POOL SIDE BAR & GRILL","9840 INTERNATIONAL DR","ORLANDO","32819"
"MCDONALDS 37030","10727 SR 54","NEW PORT RICHEY","34655"
"LITTLE GREEK","3474 LITHIA PINECREST RD","VALRICO","33596"
"HONG KONG RESTAURANT","3014 W NEW HAVEN AVE","MELBOURNE","32904"
"DREAM COOKING AND CATERING LLC","404 NE PINE ISLAND RD","CAPE CORAL","33909"
"MICHAELS TASTING ROOM","25 CUNA ST","SAINT AUGUSTINE","32084"
"KARLAS BEST DOGS","965 SW IDOL AVE","PORT ST LUCIE","34953"
"ONE STOP CRAB SHACK","6405 HAINES RD","ST. PETERSBURG","33702"
"EAST WEST BUFFET LLC","4121 NW 88 AVE","SUNRISE","33351"
"EAST WEST BISTRO BUFFET LLC","801 N CONGRESS AVE 599","BOYNTON BEACH","33435"
"PIZZA PIE & WING CO","1451 SEBASTIAN BLVD SUITE 130","SEBASTIAN","32958"
"PATRICIAS FOOD","1880 NW 21ST","MIAMI","33142"
"TAQUERIA EMANUEL","2800 N MCDILL AVE STE E","TAMPA","33607"
"LA GRANJA DORAL","10355 NW 41 ST","DORAL","33178"
"PANERA BREAD BAKERY 4178","12644 S ORANGE BLOSSOM TRAIL","ORLANDO","32837"
"SUBWAY","990 MISSOURI AVE","LARGO","33770"
"FLORIDA HOSPITAL","4200 SUN N LAKE BLVD","SEBRING","33870"
"FLORIDA HOSPITAL","1210 US HWY 27 N","LAKE PLACID","33852"
"JUNIORS SMOKEHOUSE","1209 INDEPENDENCE RD","APOPKA","32703"
"BABSS DELI","2800 HWY 71","MARIANNA","32446"
"STAYBRIDGE SUITES ORLANDO AIRPORT","7450 AUGUSTA NATIONAL DR","ORLANDO","32822"
"PIZZA TIME PLUS LLC","1840 PALM BEACH LAKES BLVD","WEST PALM BEACH","33401"
"ENZOS","15964 W SR 84","SUNRISE","33326"
"COSTELLOS TRATTORIA","1209 MAIN ST 102","JUPITER","33458"
"BREADBASKET CAFE","5306 SEMINOLE BLVD","ST. PETERSBURG","33708"
"ZEKES UPTOWN BAR & GRILLE","115 W DEARBORN ST","ENGLEWOOD","34223"
"MAMAK","1231 E COLONIAL DR","ORLANDO","32803"
"CUBS CRAWFISH","11125 LILLIAN HWY","PENSACOLA","32506"
"COLLEGE PARK INN","10850 SW 104 ST","MIAMI","33176"
"SUBWAY","2020 N FLAMINGO RD","PEMBROKE PINES","33026"
"SUNSET GRILL TERRA CEIA BAY","2802 TERRA CEIA BAY BLVD","PALMETTO","34221"
"CONEY ISLAND DRIVE INN","1112 E JEFFERSON ST","BROOKSVILLE","34601"
"LOS PRIMOS CAFETERIA & GRILL 2","1864 SW 8 ST","MIAMI","33135"
"LITTLE NINJA THAI JAPANESE FOOD & CAFE","5709 6 ST","ZEPHYRHILLS","33542"
"TIJUANA FLATS","13100 SEMINOLE BLVD SUITE 105","SEMINOLE","33778"
"MOMS HOUSE","1209 W CRAWFORD ST","QUINCY","32351"
"UP IN SMOKE BBQ","4115 3 UNIVERSITY BLVD W","JACKSONVILLE","32207"
"ANTHONYS PIZZERIA & ITALIAN RESTAURANT","1166 W OSCEOLA PKWY","KISSIMMEE","34741"
"ANOTHER BROKEN EGG CAFÃ","117 N COASTAL WAY","JUPITER","33477"
"BUFFALO WILD WINGS","1401 N CONGRESS AVE","BOYNTON BEACH","33426"
"BLACK TIE 2 BACKYARD CATERING","3335 TAMIAMI TRL UNIT B","PORT CHARLOTTE","33952"
"ICE & BITES CAFE","3402 TECHNOLOGICAL AVE 220","ORLANDO","32817"
"TACO BELL","6025 US 301 NORTH","ELLENTON","34222"
"DELICIAS DE LAS NACIONES CORP","2805 NW 93 ST","MIAMI","33147"
"WT CAFE OF COLLIER LLC","2355 VANDERBILT BEACH RD 131","NAPLES","34109"
"WORLD FAMOUS","3684 W OAKLAND PARK BLVD","LAUDERDALE LAKES","33311"
"BRASA GRILL MIAMI GARDENS WEST","6694 NW 186TH STREET","HIALEAH","33015"
"SOPHIE AT SAKS FIFTH AVENUE","120 UNIVERSITY TOWN CENTER DRIVE","SARASOTA","34243"
"EAST GATE CAFE LLC","481 S JOHN SIMS PKWY B","VALPARAISO","32580"
"ECAFE AND DELI","5001 NW 72 AVE","MIAMI","33166"
"JERSEY MIKES SUBS","6607 S SEMORAN BLVD UNIT 103","ORLANDO","32822"
"MEXICANA MORADA","82751 OVERSEAS HWY","ISLAMORADA","33036"
"ITALIAN PIZZERIA O","1077 W US HWY 90 SUITE 140","LAKE CITY","32055"
"VETERANS CAFE","1036B ROYAL PALM BEACH BLVD","ROYAL PLM BEACH","33411"
"VICTORIAS ROTISSERIE CHICKEN","125 S THIRD STREET","LANTANA","33462"
"DAYS INN","1029 HWY 98 E","DESTIN","32541"
"KARATE KITCHEN","6779 WEST INDIAN TOWN RD","JUPITER","33458"
"BURGERS & FRIES","5656 E SILVER SPRINGS BLVD","SILVER SPRINGS","34488"
"SHIVERS SHACK","5656 E SILVER SPRINGS BLVD","SILVER SPRINGS","34488"
"AQUA SPORTS BAR & GRILLE","1365 KASS CIR","SPRING HILL","34606"
"MR FREEZE ICE CREAM TRUCKS","8332 SOUTHERN FOREST DRIVE","ORLANDO","32829"
"BAR LOUIE UCF","4100 N ALAFAYA TRAIL SUITE 167","ORLANDO","32817"
"LIBORIO BUCIO","7890 NW 92ND COURT","OKEECHOBEE","34972"
"THAI SANDWICH","7901 W HILLSBOROUGH AVE","TAMPA","33615"
"DONAVENS ROAD COOKIN","3122 DICK WILSON BLVD","TALLAHASSEE","32301"
"THE WAKI AND SOL OF MIAMI CORP","960 E 25 STREET","HIALEAH","33013"
"EMILIOS BBQ","301 NW 103 AVE","PEMBROKE PINES","33026"
"FRITANGA EL SABOR NICA INC","858 N KROME AVE","HOMESTEAD","33030"
"FOODIES COUNTRY CAFE","17100 GULF BLVD","NORTH REDINGTON BEAC","33708"
"DAYS INN CLERMONT","9240 HWY 192","CLERMONT","34714"
"JIMMY BUFFETTS MARGARITAVILLE CAFE 2ND FLOOR","76 HARBOR BLVD","DESTIN","32541"
"ANTOJITOS ICE CREAM","4981 GOLDEN GATE PKWY","NAPLES","34116"
"M & M OLD HICKORY SMOKE HOUSE BARBQ","601 HILLVIEW DR","ALTAMONTE SPRINGS","32714"
"BRASSERIE CENTRAL","320 SAN LORENZO AVE 1205","CORAL GABLES","33145"
"MADISON CAFFE","3191 CORAL WAY SUITE 111","MIAMI","33145"
"LONE STAR STEAKHOUSE & SALOON 6423","8850 VINELAND AVE","ORLANDO","32821"
"MIGNONETTE","210 NE 18 ST","MIAMI","33132"
"LATIN CAFE","1799 N SR 7 12","MARGATE","33063"
"PETRA RESTAURANT","1118 W KENNEDY BLVD","TAMPA","33606"
"THE URBAN BEAN COFFEEHOUSE CAFE","2023 PARK AVE","ORANGE PARK","32073"
"MARGARITAS MEXICAN GRILL","9825 SAN JOSE BLVD 23","JACKSONVILLE","32257"
"BEEF O BRADYS","2509 FERDON BLVD","CRESTVIEW","32536"
"DUNKIN DONUTS","2230 S HWY 77 102","LYNN HAVEN","32444"
"BAGELS R US","14185 BEACH BLVD 4 5","JACKSONVILLE","32250"
"KREPELICIOUS","1255 CARACAS AVENUE","CLEARWATER","33764"
"RED WAGON BAR B QUE LLC","9 N LUTHER AVE","ARCADIA","34266"
"PELICAN WINGS & THINGS INC","1263 NW 31 AVE","FORT LAUDERDALE","33311"
"ROYAL THAI CUISINE","6212 E HWY 98","PANAMA CITY","32404"
"LITALIANOS CHICAGO PIZZERIA","5749 W IRLO BRONSON MEMORIAL HWY","KISSIMMEE","34746"
"VICTORY CASINO CRUISE II","4378 OCEAN STREET","JACKSONVILLE","32233"
"WAFFLE HOUSE","11403 ULMERTON ROAD","LARGO","33778"
"KUCHI SUSHI & HIBACHI RESTAURANT","9206 ANDERSON RD","TAMPA","33634"
"BAGEL 13","5240 N ATLANTIC AVE STE 100","COCOA BEACH","32931"
"WINDWARD BAR & GRILLE","282 WINDWARD PASSAGE","CLEARWATER","33767"
"1 MORE ROUND","26740 SAMMOSET WAY","BONITA SPRINGS","34135"
"HONG KONG PALACE","22191 POWERLINE RD 24C","BOCA RATON","33433"
"BRAZILIAN TASTE GRILL","7490 NW 25 ST","MIAMI","33122"
"SHORE LANES 2 & CITY LIMITS LOUNGE","4851 S DAIRY RD","MELBOURNE","32904"
"K & B TOP CHINA","28075 US 27 S","DUNDEE","33838"
"HARBORSIDE CONVENTION CENTER","1375 MONROE ST","FORT MYERS","33901"
"JERSEY MIKES SUBS","5820 RANCH LAKE BLVD UNIT 106","BRADENTON","34202"
"JIN JIN FOOD CORPORATION","7900 NW 27 AVE D 24 A","MIAMI","33147"
"DUNKIN DONUTS","8221 LAKE WORTH RD","LAKE WORTH","33467"
"DUNKIN DONUTS","13889 WELINGTON TRACE STE A 7","WELLINGTON","33414"
"FAIRFIELD INN TALLAHASSEE","3219 N MONROE ST","TALLAHASSEE","32303"
"GAME DAY PIZZA","20009 EMERALD COAST PKWY","DESTIN","32541"
"YONGS CORP","620 SOUTH DIXIE HWY","LAKE WORTH","33460"
"BUENA VIDA CAFE","1961 VIA BUENA VIDA","WELLINGTON","33411"
"CAFÃ ON THE SQUARE","184 N MARION ST","LAKE CITY","32055"
"JERSEY MIKES SUBS","100 NORTH MIRAMAR AVENUE","INDIALANTIC","32903"
"BIG JIMS","10395 SEMINOLE BLVD","LARGO","33778"
"QUICK CHINESE","9836 BAYMEADOWS RD","JACKSONVILLE","32256"
"TEXAS ROADHOUSE","10105 BAY PINES BLVD","ST. PETERSBURG","33708"
"WENDYS","17348 PARK 78 DR","FORT MYERS","33917"
"PIZZA SANDRINO","16568 SW 54 STREET","MIAMI","33185"
"MIND YOUR MANORS RESTAURANT","2045 WILTON DR","WILTON MANORS","33305"
"ALBURY COURT","1030 EATON STREET","KEY WEST","33040"
"HOLIDAY INN RESORT LAKE BUENA VISTA","13351 SR 535","ORLANDO","32821"
"SNACK SHACK","15100 GULF BLVD","MADEIRA BEACH","33708"
"KIRKS CONEY ISLAND","1095 BALD EAGLE DR UNIT 8","MARCO ISLAND","34145"
"TAMBOUR CAFE","220 3 N CONGRESS AVE","BOYNTON BEACH","33426"
"SWEET SOUTHERN COMFORT","172 HWY 20 E","FREEPORT","32439"
"EAST THAI & NOODLE HOUSE","8384 BIRD RD","MIAMI","33155"
"GLUTTONOUS GOAT","99 SE MIZNER BLVD STE 2","BOCA RATON","33432"
"ANTONIOS ITALIAN DELI","22060 N US HWY 441","MICANOPY","32667"
"HOP BO CHINESE FOOD","4461 HOFFNER AVE","ORLANDO","32812"
"SLICE OF PALM BEACH GARDENS","9910 ALTERNATE A1A STE 701","PALM BEACH GARDENS","33410"
"OSAKA SUSHI ROCKS","108 CANNERY LN","SAN DESTIN","32550"
"ALL AMERICAN DINER","10590 FRONT BEACH RD","PANAMA CITY BEACH","32413"
"THE SALAD SPOT","777 S FLAGLER DR 108","WEST PALM BEACH","33401"
"CHINA TEA","9924 UNIVERSAL BLVD 208","ORLANDO","32819"
"DELICIAS DE LA ABUELA RESTAURANT","740 S MILITARY TRL STE A B","WEST PALM BEACH","33415"
"YOUR PRO KITCHEN","6152 126 AVE STE 503","LARGO","33773"
"EL RINCONCITO COMIDA COLOMBIANA Y VENEZOLANA","5653 JOHNSON ST","HOLLYWOOD","33021"
"COOKING MONSTER FOOD TRUCK","7841 LEM TURNER ROAD","JACKSONVILLE","32208"
"DEWEYS ON THE GO","202 HARBOR BLVD","DESTIN","32541"
"DEWEY HOUSE","504 SOUTH ST","KEY WEST","33040"
"CEDARS RESTAURANT","8999 PARK BLVD","SEMINOLE","33777"
"GANDOLFOS NEW YORK DELI","1812 DUNLAWTON AVE SUITE 104","PORT ORANGE","32127"
"CHEDDARS CASUAL CAFÃ","875 OSCEOLA PARKWAY","KISSIMMEE","34741"
"JOJO SMOOTHIES & FROZEN YOGURT","141 W PLANT ST","WINTER GARDEN","34787"
"PALMS HOTEL & VILLAS","3100 PARKWAY BLVD","KISSIMMEE","34747"
"BIG MAMAS KITCHEN","1525 NW AVENUE L","BELLE GLADE","33430"
"CHINA MAX","9409 US HWY 19 635","PORT RICHEY","34668"
"OLEYS KITCHEN & BBQ","2700 S RIO GRANDE AVE","ORLANDO","32805"
"STUART BOATHOUSE","49 SW SEMINOLE ST","STUART","34994"
"DEL FRISCOS GRILLE OF FLORIDA","4138 BOY SCOUT BLVD","TAMPA","33607"
"CEST LA VIE SPORTBAR","2394 W TENNESSEE ST","TALLAHASSEE","32304"
"POPPAS BARBQUE LLC","4890 122 AVE N SUITE 5","CLEARWATER","33762"
"TAMPA BAY BREWING COMPANY WESTCHASE","13937 MONROES BUSINESS PARK","TAMPA","33635"
"CAFE & CATERING CO","1200 N FEDERAL HWY","BOCA RATON","33432"
"MEXICO 1810","1778 NW 36TH ST","MIAMI","33142"
"BRUNOS OF BROOKLYN ITALIAN EATERY","2112 SECOND STREET","FORT MYERS","33901"
"TASTY CHINA","10236 CURRY FORD RD 100","ORLANDO","32825"
"SUBWAY 28633","4408 THOMASSON DR","NAPLES","34112"
"LA MIA RESTAURANT","7911 NW 72 AVE 101 A","MEDLEY","33166"
"ALL AMERICAN DINER","15406 W FRONT BEACH RD","PANAMA CITY BEACH","32413"
"THE CINNAMON BEAR COUNTRY STORE","107 CENTRE ST","FERNANDINA BEACH","32034"
"BERTIES LUNCHEONETTE","2575 N ATLANTIC AVE STE B","DAYTONA BEACH","32118"
"LEOS PIZZA ITALIANO","5150 NORMANDY BLVD","JACKSONVILLE","32205"
"VENICE AT COCOA BEACH","34 S ATLANTIC AVE","COCOA BEACH","32931"
"REMINGTON GOLF CLUB","2995 REMINGTON BLVD","KISSIMMEE","34744"
"VOODOO LOUNGE","2 INDEPENDENT DR 173","JACKSONVILLE","32202"
"RODEO DINER","4221 13 ST","ST. CLOUD","34769"
"KISSIMMEE BAY COUNTRY CLUB","2801 KISSIMMEE BAY BLVD","KISSIMMEE","34744"
"CRAFTED BLOCK AND BREW","2417 S HIAWASSEE RD","ORLANDO","32835"
"RED BOWL ASIAN BISTRO","1482 W GRANADA BLVD","ORMOND BEACH","32174"
"SUBWAY 35993","147 S BARFIELD DR","MARCO ISLAND","34145"
"TACO BELL 30277","1154 ROCK SPRINGS RD","APOPKA","32712"
"CHICKEN BRASA","1260 WASHINGTON AVE","MIAMI BEACH","33139"
"MCDONALDS","4220 CLUBHOUSE RD","LAKELAND","33812"
"DUNKIN DONUTS","712 N TYNDALL PKWY","CALLAWAY","32404"
"THAI BASIL RESTAURANT","1001 BECK AVE","PANAMA CITY","32401"
"PJS OYSTER BAR","415 2ND ST","INDIAN ROCKS BEACH","33785"
"DUNKIN DONUTS","11150 PANAMA CITY BEACH PKWY","PANAMA CITY BEACH","32407"
"DEL TACO","12025 COLLEGIATE WAY","ORLANDO","32817"
"DEL TACO","6855 GRAND NATIONAL DR","ORLANDO","32819"
"HOLE IN THE WALL","116 SW 2 ST","BELLE GLADE","33430"
"THE SAMICH SHOP","2500 N POWERLINE RD 1","POMPANO BEACH","33069"
"LIDIA DA SILVA","5451 MOBILAIRE DR","WEST PALM BEACH","33417"
"YOGURTOWN","1499 E OSCEOLA PKWY","KISSIMMEE","34744"
"JIMMYS PLACE","510 NE 125 ST","NORTH MIAMI","33161"
"OASIS CLUBHOUSE @ CHAMPIONSGATE","1520 OASIS CLUB BLVD","DAVENPORT","33896"
"LOCURA MARINA INC","7118 COLLINS AVE","MIAMI BEACH","33141"
"TO GO CAFÃ","8900 103RD ST","JACKSONVILLE","32210"
"POTATO POTATO TRUCK","10450 SW 110 ST","MIAMI","33176"
"JJS GRILLE","2950 CURRY FORD RD","ORLANDO","32806"
"T & E BBQ","211 FERRY RD","FORT WALTON BEACH","32548"
"CASAVANA RESTAURANT & TAKE OUT","300 TERMINAL DR TERM4/CON G 2 156","FORT LAUDERDALE","33315"
"OCEANSIDE CATERING INC","5757 SW 8 STREET SUITE 121","MIAMI","33144"
"FUSION BUFFET","6835 US 129 N","LIVE OAK","32060"
"BRASAS RESTAURANT","1791 S HIGHLAND AVE","LARGO","33756"
"THE MIX GRILL","4921 PALM BEACH BLVD","FORT MYERS","33905"
"CAPT ALS COMMISSARY & CATERING LLC","1495 SEMINOLA BLVD 1019","CASSELBERRY","32707"
"LES AMIES","626 S FEDERAL HWY","DEERFIELD BEACH","33441"
"THE WOLFSONIAN","1001 WASHINGTON AVE","MIAMI BEACH","33139"
"BAGEL TIME CAFE","3915 ALTON RD","MIAMI BEACH","33140"
"LAS TRES HUASTECAS CORPORATION","312 NE 8TH ST","HOMESTEAD","33030"
"PO BOYS SEAFOOD & GRILL","3333 SW 34 ST 1","GAINESVILLE","32608"
"UNCLE JC CHINESE RESTAURANT","6261 W SAMPLE RD","CORAL SPRINGS","33067"
"CORNER BAKERY CAFE","192 RIVERSIDE AVE","JACKSONVILLE","32202"
"J NEW AND MOMS CATERING INC","1245 18 AVE S","ST. PETERSBURG","33705"
"CUBAVANA CAFE","20445 47 OLD CUTLER RD","CUTLER BAY","33189"
"SUAREZ BBQ INC","12963 W OKEECHOBEE RD STE 6","HIALEAH GARDENS","33018"
"SUCO KING CORP","5245 NW 30TH AVE","MIAMI","33142"
"PHO ME!","2320 APALACHEE PARKWAY UNIT E","TALLAHASSEE","32301"
"DAVIDS FAST FOOD INC","5395 W 20 AVE","HIALEAH","33012"
"JULIO RESTAURANT & MEAT MARKET","470 474 W HWY 50","CLERMONT","34711"
"3:16/SILVER DOLLAR SALOON","7676 RIO GRANDE BLVD","WILDWOOD","34785"
"3:16/SILVER DOLLAR SALOON","7676 RIO GRANDE BLVD","WILDWOOD","34785"
"POINT CAFE","7389 UNIVERSAL BLVD","ORLANDO","32819"
"SHOUT KARAOKE","109 N OLIVE AVE","WEST PALM BEACH","33401"
"CABANA BAR & GRILL","7389 UNIVERSAL BLVD","ORLANDO","32819"
"CARVEL 6828","4254 NORTHLAKE BLVD","PALM BEACH GARDENS","33410"
"MARRIOTT BOCA RATON AT BOCA CENTER","5150 TOWN CENTER CIR","BOCA RATON","33486"
"COURTYARD FT LAUDERDALE BEACH","440 SEABREEZE BLVD","FORT LAUDERDALE","33316"
"FRENCHYS BEACHSIDE LLC","9 S ATLANTIC AVE","COCOA BEACH","32931"
"LA CARAVANE TAKE OUT RESTAURANT","560 NE 44 STREET","POMPANO BEACH","33064"
"SUMTER COUNTY FAIRGROUNDS","7620 STATE ROAD 471","BUSHNELL","33513"
"JERRYS BISTREAUX","3670 BARRANCAS AVE","PENSACOLA","32507"
"TEPPANYAKI BUFFET","6795 TAFT ST","HOLLYWOOD","33024"
"DUNKIN DONUTS","8595 NW 186TH STREET","HIALEAH","33015"
"CHENS CHINA","1150 US HWY 41 STE 9","JASPER","32052"
"CHINA STAR","10105 W OAKLAND PARK BLVD","SUNRISE","33351"
"DUNKIN DONUTS","4880A NW 183 STREET","HIALEAH","33055"
"SUBWAY","33338 US 19 HWY N","PALM HARBOR","34684"
"SEAWEEDS MAINE LOBSTER ROLLS","3640 NEWCOMB RD","JACKSONVILLE","32218"
"DAIRY QUEEN/OJ","2700 CLEARLAKE RD","COCOA","32922"
"SALVATIS PIZZA FACTORY","1306 MIRACLE STRIP PKWY SE","FORT WALTON BEACH","32548"
"VISA 01 EXTRAORDINARY PIZZA","1680 MICHIGAN AVE 101","MIAMI BEACH","33139"
"COSTELLOS","285 INTERNATIONAL PKWY","LAKE MARY","32746"
"SUBWAY","4420 W HILLSBORO BLVD","COCONUT CREEK","33073"
"HUDSON WATERWAY EAST LLC","900 EAST ATLANTIC AVE SUITE 22","DELRAY BEACH","33483"
"FRESHII","2300 NW 2ND AVENUE","MIAMI","33127"
"COMFORT INN NORTH","2260 54 AVE N","ST. PETERSBURG","33714"
"PINK SUGAR LLC","18001 OLD CUTLER RD 362","MIAMI","33157"
"NEW CHINA OF TALLAHASSEE INC","1000 W THARPE ST 13","TALLAHASSEE","32303"
"LUNCHBOX AT WYNWOOD","78 NW 25TH STREET","MIAMI","33127"
"MOCHA JOES CAFE","3633 CORTEZ RD W","BRADENTON","34210"
"SEASCAPE TROPICAL INN","420 OLIVIA STREET","KEY WEST","33040"
"THE LEISURE CLUB","1151 OFFICE WOODS DR UNIT A","PENSACOLA","32504"
"JETS PIZZA","9649 BAY PIINES BLVD","ST. PETERSBURG","33708"
"ALS PIZZASHOP","11929 CURLEY ST","SAN ANTONIO","33576"
"SALSA FRESCA GRILL","2403 N STATE RD 7","MARGATE","33063"
"UNTO THESE GRILLS","835 NE DIXIE HWY","JENSEN BEACH","34957"
"WRAP IT UP IN JAX","564 ROSERUSH LANE","JACKSONVILLE","32225"
"BEEF O BRADYS","14807 E COLONIAL DR","ORLANDO","32826"
"VALENCIA COVE CAFE","8430 BLUE MOUNTAIN AVE","BOYNTON BEACH","33473"
"INTERNATIONAL MELTING POT CATERING","6101 ANNO AVE","ORLANDO","32809"
"MARY CATHRYN MCNEISH","9865 BEACH BLVD","JACKSONVILLE","32246"
"A RAE RAES RESTAURANT","2468 US HWY 441/27 101","FRUITLAND PARK","34731"
"TACE LOUNGE","14380 NORTH DALE MABRY HIGHWAY","TAMPA","33618"
"BACKWOODS GENERAL STORE","888 CR 310","INTERLACHEN","32148"
"BULL PEN","7601 MIAMI LAKES DR","MIAMI LAKES","33014"
"SUBWAY","3535 APALACHEE PARKWAY","TALLAHASSEE","32311"
"SHULAS STEAK HOUSE","7601 MIAMI LAKES DR","MIAMI LAKES","33014"
"SHULAS STEAK HOUSE 2","6842 MAIN STREET","MIAMI LAKES","33014"
"PIG FLOYDS URBAN BARBAKOA","1326 N MILLS AVE","ORLANDO","32803"
"THE REVOLUTION ICE CREAM CO","220 W BRANDON BLVD SUITE 104","BRANDON","33511"
"GATORS DOCKSIDE OF SPRING HILL","4329 COMMERCIAL WAY","SPRING HILL","34606"
"THE SIZZLE TRUCK","6561 TAYLOR ROAD STE 6","NAPLES","34109"
"THE CHICKEN KOOP","100 N MAIN ST","HASTINGS","32145"
"LAS GORDITAS LLC","2517 NW 21 TERR","MIAMI","33142"
"YO! SUSHI","140 UNIVERSITY TOWN CENTER DR 126","SARASOTA","34243"
